"","iid","tr","ID_tr.x","begin.x","end.x","duration.x","belief_cost.x","kwh_led.x","kwh_cfl.x","yuan.x","belief_carbon.x","relative_1.x","relative_2.x","q1.x","q2.x","q3.x","q4.x","q5.x","q6.x","q7.x","q8.x","q9.x","q10.x","q11.x","q12.x","q13.x","q14.x","q15.x","r2_q1","r2_q2","r2_q3","r2_q4","r2_q5","r2_q6","r2_q7","r2_q8","r2_q9","r2_q10","r2_q11","r2_q12","r2_q13","r2_q14","r2_q15","income.x","home.x","own_bulb.x","w_price.x","w_life.x","w_energy.x","w_carbon.x","w_light.x","w_hg.x","cc_belief.x","cc_support_1.x","cc_support_2.x","cc_support_3.x","cc_support_4.x","cc_support_5.x","cc_support_6.x","cc_action_1.x","cc_action_2.x","cc_action_3.x","cc_action_4.x","ideal.x","purpose.x","purpose_other.x","self_monitor_1","self_monitor_2","self_monitor_3","self_monitor_4","self_monitor_5","self_monitor_6","country","prov","city","gender","age","degree","switch_1","switch_2","ID_tr.y","begin.y","end.y","duration.y","地理位置国家和地区","地理位置省","地理位置市","belief_cost.y","kwh_led.y","kwh_cfl.y","yuan.y","belief_carbon.y","relative_1.y","relative_2.y","q1.y","q2.y","q3.y","q4.y","q5.y","q6.y","q7.y","q8.y","q9.y","q10.y","q11.y","q12.y","q13.y","q14.y","q15.y","income.y","home.y","own_bulb.y","w_price.y","w_life.y","w_energy.y","w_carbon.y","w_light.y","w_hg.y","cc_belief.y","cc_support_1.y","cc_support_2.y","cc_support_3.y","cc_support_4.y","cc_support_5.y","cc_support_6.y","cc_action_1.y","cc_action_2.y","cc_action_3.y","cc_action_4.y","ideal.y","purpose.y","purpose_other.y","switch_1_new"
"1369","o34xe0xHMyAS4z6u9x5XAfdjiNH4","C",418,"2021/1/7 20:55","2021/1/7 21:04",543,2,50,70,50,2,NA,7,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,1,1,2,1,1,2,1,2,2,2,3,2,1,1,1,3,4,11,"环保",2,3,2,1,2,3,"中国","江苏省","南京市","A.男",29,"B.高中/中专/技校",62,62,1955,"2021/2/7 12:46","2021/2/7 12:50",262,"中国","江苏省","扬州市",2,46,72,20,2,NA,6,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,9,1,1,2,1,2,2,1,1,2,1,2,2,2,2,3,1,1,1,2,4,11,"碳排放",58
"1370","o34xe0xHQc5HG0RhdcCHMWesKmVg","E",62,"2021/1/7 17:17","2021/1/7 17:23",347,2,50,50,30,2,NA,2,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5,4,2,2,2,3,3,3,2,2,3,3,2,3,3,2,3,2,3,4,8,"",2,2,2,2,2,2,"中国","江西省","","B.女",27,"A.初中及以下",58,30,1030,"2021/2/5 17:41","2021/2/5 17:45",248,"中国","江西省","南昌市",3,400,500,100,2,NA,3,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,8,1,3,2,2,2,3,3,3,2,2,3,3,3,4,4,2,4,3,3,4,10,"",22
"1371","o34xe0xhTEv7BC3QPQWnOkEdLmAQ","M",102,"2021/1/7 17:16","2021/1/7 17:25",501,2,50,60,200,2,NA,4,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,9,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,3,2,11,"环境环保的了解",1,3,2,1,2,1,"中国","广东省","深圳市","A.男",29,"D.大学本科",38,58,1792,"2021/2/6 17:20","2021/2/6 17:24",247,"中国","广东省","深圳市",2,10,60,10,2,NA,1,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,7.5,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,1,1,1,1,1,11,"环保",58
"1372","o34xe0xibvgwfZIYDskRs8C-DxNc","M",193,"2021/1/7 17:15","2021/1/7 17:36",1242,2,120,200,60,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,1,3,2,1,1,2,1,2,2,1,2,2,2,4,4,1,2,2,3,2,8,"",2,2,2,3,2,3,"中国","甘肃省","白银市","A.男",37,"C.大学专科",62,62,1874,"2021/2/7 12:03","2021/2/7 12:10",414,"中国","甘肃省","陇南市",2,150,87.6,430,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,50000,1,1,2,1,1,1,1,3,2,2,2,2,2,4,4,2,2,2,4,1,7,"",62
"1373","o34xe0xIcqKwaZxr2sOpAnizQDw8","M",46,"2021/1/7 17:18","2021/1/7 17:21",206,2,248,358,287,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0.7,3,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,2,9,"",1,2,1,2,3,3,"中国","广东省","","B.女",58,"C.大学专科",38,58,1453,"2021/2/5 19:12","2021/2/5 19:17",299,"中国","广东省","",2,1208,1500,400,2,NA,4,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,6,8,"",58
"1374","o34xe0xJ3r2iZ_nOU8RLTyXCvWwM","E",116,"2021/1/7 17:17","2021/1/7 17:25",512,2,7,9,1.2,2,NA,9,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,7,4,1,2,1,1,1,2,1,2,1,2,1,1,2,3,1,1,1,2,4,8,"",2,2,2,3,2,3,"中国","河北省","廊坊市","A.男",42,"B.高中/中专/技校",38,58,549,"2021/2/5 17:12","2021/2/5 17:19",388,"中国","四川省","达州市",2,9,10,1,2,NA,9,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6,1,1,2,1,1,1,2,1,1,1,1,2,2,2,3,1,1,1,2,2,2,"",42
"1375","o34xe0xJ4r3HantPnqul-ZzzRlug","E",24,"2021/1/7 17:18","2021/1/7 17:21",145,1,10,6,100,1,7,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,5,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,3,4,3,"",1,2,3,4,1,2,"中国","甘肃省","酒泉市","A.男",46,"D.大学本科",2,2,665,"2021/2/5 17:22","2021/2/5 17:23",101,"中国","辽宁省","大连市",1,5,7,30,1,6,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,6,1,3,1,1,1,2,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,"",14
"1380","o34xe0xkBq50vtkKPUxDFulrkHmA","C",466,"2021/1/8 15:32","2021/1/8 15:52",1215,2,87.6,60,30,2,NA,4,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,13,1,1,3,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,3,5,2,"",1,2,1,2,2,1,"中国","湖北省","武汉市","B.女",54,"B.高中/中专/技校",2,14,1714,"2021/2/6 0:27","2021/2/6 0:34",379,"中国","湖北省","武汉市",1,100,80,500,1,5,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,15,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,8,"",2
"1381","o34xe0xkRQYFf5lbMMitIQNpn2lE","M",9,"2021/1/7 17:15","2021/1/7 17:18",159,1,100,70,30,2,NA,3,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,"",2,2,2,2,2,2,"中国","上海市","上海市","A.男",31,"C.大学专科",2,2,863,"2021/2/5 17:31","2021/2/5 17:34",145,"中国","河南省","",1,200,300,100,1,3,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,15,2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,7,"",2
"1382","o34xe0xL-22-X9LSr5z2Rqq0fEQw","C",206,"2021/1/7 17:31","2021/1/7 17:35",252,3,100,120,5,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,2,1,4,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,4,2,"",1,1,1,1,1,1,"中国","河北省","","A.男",30,"B.高中/中专/技校",62,62,1808,"2021/2/6 22:30","2021/2/6 22:33",201,"中国","河北省","",3,5,5,500,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,90,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,"",62
"1383","o34xe0xL2GYRFxrlGDw18NqZMFgA","E",251,"2021/1/7 17:42","2021/1/7 17:46",224,2,25,35,30,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,1,1,1,1,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,"",2,2,2,2,2,2,"中国","广东省","汕尾市","A.男",46,"C.大学专科",62,62,1311,"2021/2/5 18:31","2021/2/5 18:34",181,"中国","广东省","汕尾市",2,15,18,10,2,NA,4,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,1,1,2,1,4,4,2,2,2,2,2,2,2,2,2,2,5,1,"",62
"1385","o34xe0xLh437lialywqCRDVo1Bxo","M",12,"2021/1/7 17:15","2021/1/7 17:18",171,2,12,24,12,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,12,1,1,3,3,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,3,9,"",2,3,2,2,2,1,"中国","云南省","昆明市","B.女",39,"D.大学本科",62,62,372,"2021/2/5 17:12","2021/2/5 17:15",158,"中国","云南省","大理白族自治州",2,20,50,30,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,150000,1,1,3,2,2,2,1,1,1,1,1,1,1,3,3,1,1,1,3,4,8,"",62
"1386","o34xe0xLwu8ZiuVoDYJ3-Mryvr-4","E",365,"2021/1/7 18:46","2021/1/7 18:51",348,3,600,550,500,1,1,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,5,1,4,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,3,3,8,"",2,2,2,2,2,3,"中国","天津市","天津市","B.女",31,"D.大学本科",22,22,1192,"2021/2/5 18:02","2021/2/5 18:05",217,"中国","天津市","天津市",1,500,450,30,3,NA,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,0.5,1,4,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,1,3,2,5,"",18
"1387","o34xe0xMegk6tJMJ7KV_2VGlC8oE","E",336,"2021/1/7 18:17","2021/1/7 18:24",395,3,90,90,5,1,1,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,6,1,1,1,1,3,3,1,1,2,2,1,2,2,1,2,2,1,1,2,5,8,"",1,2,2,1,1,1,"中国","江苏省","南京市","A.男",42,"B.高中/中专/技校",26,26,307,"2021/2/5 17:08","2021/2/5 17:14",337,"中国","江苏省","无锡市",2,90,85,5,3,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,8,1,1,1,1,3,3,3,3,3,2,1,2,2,1,4,2,2,1,2,6,9,"",30
"1389","o34xe0xNPKvgj9maVKiknvBYeh4c","C",293,"2021/1/7 17:59","2021/1/7 18:01",134,1,100,200,150,2,NA,3,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,7,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,"",1,1,1,1,1,1,"中国","河南省","","A.男",37,"D.大学本科",2,2,1039,"2021/2/5 17:44","2021/2/5 17:46",104,"中国","河南省","",1,120,240,150,2,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7e+05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,"",62
"1391","o34xe0xoJQp9kDZkTyF-UbQ1ScF0","E",331,"2021/1/7 18:19","2021/1/7 18:22",179,3,0.24,0.3,50,1,2,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,8,2,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,3,"",1,1,1,1,1,1,"中国","云南省","昭通市","A.男",31,"B.高中/中专/技校",50,50,977,"2021/2/5 17:38","2021/2/5 17:41",189,"中国","云南省","",3,120,80,20,2,NA,6,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,5,2,1,3,2,1,1,1,1,2,1,2,2,2,2,1,1,2,3,2,4,9,"",2
"1393","o34xe0xoRbkl8JjLwUIyJ8CB5CP0","C",154,"2021/1/7 17:23","2021/1/7 17:28",317,2,60,80,20,2,NA,6,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,18,1,1,2,1,2,3,2,2,1,1,1,1,3,2,2,1,2,1,3,4,1,"",2,3,2,2,2,2,"中国","湖北省","武汉市","B.女",44,"D.大学本科",58,58,368,"2021/2/5 17:12","2021/2/5 17:15",171,"中国","湖北省","",2,40,100,30,2,NA,4,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,12,1,1,2,1,2,3,2,2,2,2,2,2,2,2,3,2,2,1,3,4,8,"",50
"1399","o34xe0xrIHLzxKn4WQ7Wol8DB-O4","C",416,"2021/1/7 20:53","2021/1/7 21:01",475,2,750,1500,700,3,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,10,2,1,1,1,1,1,2,1,3,2,2,2,2,2,2,2,2,3,3,4,3,"",2,3,2,2,2,2,"中国","浙江省","","B.女",29,"A.初中及以下",58,58,1759,"2021/2/6 10:49","2021/2/6 10:53",256,"中国","四川省","",2,200,900,200,2,NA,1,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,3,4,3,"",58
"1400","o34xe0xSYSmixEs186SlP8LI7C9M","M",64,"2021/1/7 17:18","2021/1/7 17:22",257,3,400,450,50,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,"",1,3,2,2,2,2,"中国","浙江省","","B.女",27,"C.大学专科",62,62,927,"2021/2/5 17:35","2021/2/5 17:38",212,"中国","浙江省","",2,500,600,200,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,5,5,"",62
"1401","o34xe0xt2oJ_u5E59otGIM-ySw6w","M",372,"2021/1/7 19:20","2021/1/7 19:31",643,1,8,20,50,2,NA,2,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,5,1,1,1,1,2,1,1,3,1,1,1,2,1,1,1,1,1,1,3,9,"",2,2,1,1,1,1,"中国","江苏省","","B.女",47,"C.大学专科",50,62,1325,"2021/2/5 18:31","2021/2/5 18:36",323,"中国","江苏省","",2,15,10,15,1,1,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,10,1,1,2,2,2,2,3,2,2,1,1,2,2,2,2,1,1,1,3,3,9,"",18
"1404","o34xe0xtm1908BYSRV5H8P2-bxjs","E",143,"2021/1/7 17:21","2021/1/7 17:28",400,2,35,55,20,2,NA,6,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,1,1,2,1,1,1,3,1,2,1,1,1,1,1,2,1,1,2,4,4,3,"",2,2,1,2,2,1,"中国","山东省","济南市","A.男",37,"C.大学专科",62,62,902,"2021/2/5 17:31","2021/2/5 17:36",303,"中国","山东省","济宁市",2,19,40,10,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,1,1,2,2,2,2,3,2,2,1,1,2,2,2,3,1,1,1,3,3,9,"",62
"1405","o34xe0xTvL48XScqZyGonh6ooi5I","C",22,"2021/1/7 17:17","2021/1/7 17:19",148,1,60,60,500,1,5,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,1,1,1,2,1,2,1,1,1,2,1,2,1,2,2,1,1,2,1,1,10,"",1,2,1,2,1,1,"中国","江西省","赣州市","B.女",57,"D.大学本科",2,2,2179,"2021/2/9 17:29","2021/2/9 17:30",87,"中国","江西省","南昌市",3,150,150,200,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,15,1,1,2,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,5,3,"",2
"1407","o34xe0xuEax34QLRy1uVyKq0A2cI","E",444,"2021/1/8 0:16","2021/1/8 0:25",591,2,15,30,8,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,2,2,2,2,1,1,1,1,1,1,2,3,1,1,1,3,5,9,"",2,2,2,2,2,2,"中国","河南省","","A.男",35,"D.大学本科",62,62,1042,"2021/2/5 17:14","2021/2/5 17:46",1944,"中国","河南省","",2,4,10,5,2,NA,5,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,50000,1,4,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,9,"",58
"1408","o34xe0xV8IsOjpxv-WzrwnaMwzNg","C",24,"2021/1/7 17:17","2021/1/7 17:20",184,1,500,400,25,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,8,1,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,7,"",2,2,2,2,2,2,"中国","广东省","惠州市","A.男",20,"D.大学本科",34,6,483,"2021/2/5 17:16","2021/2/5 17:17",61,"中国","广东省","深圳市",3,200,300,50,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8,1,1,3,2,3,2,3,2,3,3,2,3,2,3,2,2,3,2,3,2,3,"",62
"1409","o34xe0xVjWDZkKPhpS8r6ILN2xKw","E",113,"2021/1/7 17:17","2021/1/7 17:25",480,1,300,200,100,1,6,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,9,1,4,2,2,1,2,2,1,2,1,1,2,2,4,4,1,2,3,3,3,9,"",2,3,3,3,2,3,"中国","四川省","","B.女",29,"B.高中/中专/技校",2,62,141,"2021/2/5 17:08","2021/2/5 17:12",204,"中国","北京市","北京市",2,200,300,200,2,NA,4,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,9,1,4,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,3,4,1,"",62
"1410","o34xe0xvNEj8pxmDmQkogWI0Iwmc","C",435,"2021/1/7 22:39","2021/1/7 23:17",2266,2,60,70,10,2,NA,5,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,1,2,2,1,1,3,2,1,1,1,1,1,1,1,1,2,1,2,3,5,9,"",1,2,2,2,1,1,"中国","天津市","天津市","A.男",32,"A.初中及以下",38,38,2090,"2021/2/7 20:32","2021/2/7 20:48",938,"中国","河北省","",2,80,90,6,2,NA,8,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,1,2,2,1,2,3,2,1,1,2,1,2,1,1,1,2,2,2,3,5,9,"",50
"1411","o34xe0xW6GgEIz2O_4vfnGnkZ8WU","C",277,"2021/1/7 17:53","2021/1/7 17:56",180,3,60,50,10,1,6,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,50,3,2,1,2,1,1,3,1,2,2,2,3,2,1,2,4,3,4,4,4,7,"",4,3,3,4,3,4,"中国","黑龙江省","","A.男",59,"C.大学专科",50,34,1663,"2021/2/5 22:16","2021/2/5 22:19",171,"中国","黑龙江省","",3,45,25,36,2,NA,7,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,58000,2,2,3,4,3,3,2,1,2,2,3,2,2,2,3,2,1,1,2,1,10,"",50
"1412","o34xe0xWr-kvxtlJBuMj5HDjoOvs","E",403,"2021/1/7 20:12","2021/1/7 20:16",230,1,6,5,3,3,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,13,1,4,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,2,3,4,9,"",2,2,2,2,1,3,"中国","北京市","北京市","A.男",27,"D.大学本科",30,38,1531,"2021/2/5 20:01","2021/2/5 20:03",127,"中国","湖南省","长沙市",1,2.4,0.24,200,3,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,12,3,4,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,1,2,3,9,"",58
"1414","o34xe0xycNyFtzE8VE_9ZgXDG16Y","C",262,"2021/1/7 17:32","2021/1/7 17:48",968,2,365,730,365,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1.2,1,2,3,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,3,2,"",1,2,2,2,1,2,"中国","广西壮族自治区","南宁市","A.男",37,"D.大学本科",62,62,2025,"2021/2/7 16:18","2021/2/7 16:21",179,"中国","广东省","广州市",2,120,120,120,2,NA,3,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1e+05,5,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,"",2
"1415","o34xe0xyP9Q2L7pEKp5VoiC3T9Wo","C",87,"2021/1/7 17:21","2021/1/7 17:24",160,2,38,25,26,2,NA,1,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,10,1,2,2,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,2,3,"",1,2,4,1,3,4,"中国","辽宁省","","B.女",57,"C.大学专科",58,10,980,"2021/2/5 17:40","2021/2/5 17:42",79,"中国","辽宁省","",2,50,50,60,1,4,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,2,1,2,4,2,2,2,2,1,3,3,3,3,4,3,4,3,4,2,1,7,"",62
"1416","o34xe0xYxE2xv9HhenEsV4KleFn8","M",257,"2021/1/7 17:36","2021/1/7 17:51",881,2,48,87.6,25,2,NA,4,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,2,1,2,3,1,1,1,2,2,1,3,1,1,2,1,2,4,9,"",1,1,2,2,1,1,"中国","河南省","南阳市","A.男",35,"B.高中/中专/技校",62,62,1204,"2021/2/5 17:54","2021/2/5 18:06",732,"中国","河南省","",2,50,100,25,2,NA,4,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,4,3,"",58
"1417","o34xe0xZanA_f8Ql4mQS0_kPqc0k","M",436,"2021/1/8 3:17","2021/1/8 3:23",363,2,1.2,5,2,2,NA,8,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0.6,1,1,1,2,1,3,1,2,2,2,2,3,2,2,2,1,1,2,3,5,1,"",3,3,3,2,3,3,"中国","河北省","石家庄市","B.女",38,"E.硕士及以上",34,50,2005,"2021/2/7 13:58","2021/2/7 14:01",201,"中国","河北省","石家庄市",3,15,15,5,2,NA,5,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,8,1,1,1,1,1,3,2,3,2,2,2,3,3,2,3,2,2,1,3,3,2,"",34
"1418","o34xe0xZbkVbBe3I0m-SMqLc_IfU","E",149,"2021/1/7 17:19","2021/1/7 17:28",525,3,200,200,200,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,"",2,2,2,2,2,2,"日本","","","A.男",29,"D.大学本科",62,62,1776,"2021/2/6 13:39","2021/2/6 13:42",150,"日本","","",2,100,100,200,3,NA,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2e+05,1,1,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,3,2,1,"",14
